timestamp,temperature,vibration,pressure,voltage,current,fault
2026-08-13 06:40:17.383986,45.83,0.225,103.2,11.96,1.71,Normal
2026-08-13 06:40:18.383986,43.22,0.176,101.22,12.05,1.83,Normal
2026-08-13 06:40:19.383986,46.65,0.2,102.75,11.96,2.13,Normal
2026-08-13 06:40:20.383986,46.25,0.174,100.23,12.07,1.77,Normal
2026-08-13 06:40:21.383986,46.43,0.214,101.23,11.87,1.62,Normal
2026-08-13 06:40:22.383986,44.11,0.226,101.51,11.81,1.82,Normal
2026-08-13 06:40:23.383986,45.77,0.173,101.45,12.01,1.66,Normal
2026-08-13 06:40:24.383986,45.72,0.217,102.38,12.16,1.63,Normal
2026-08-13 06:40:25.383986,43.12,0.215,101.81,12.08,2.26,Normal
2026-08-13 06:40:26.383986,46.14,0.234,102.25,12.1,1.76,Normal
2026-08-13 06:40:27.383986,46.52,0.177,101.06,11.93,1.81,Normal
2026-08-13 06:40:28.383986,49.63,0.144,101.99,11.76,1.74,Normal
2026-08-13 06:40:29.383986,47.18,0.202,100.22,11.89,1.88,Normal
2026-08-13 06:40:30.383986,43.54,0.206,101.35,11.9,2.06,Normal
2026-08-13 06:40:31.383986,46.27,0.139,101.49,11.9,1.9,Normal
2026-08-13 06:40:32.383986,43.41,0.197,101.8,12.13,1.66,Normal
2026-08-13 06:40:33.383986,44.33,0.186,100.65,12.26,1.85,Normal
2026-08-13 06:40:34.383986,42.48,0.228,103.42,12.15,1.62,Normal
2026-08-13 06:40:35.383986,44.03,0.238,100.59,12.07,1.89,Normal
2026-08-13 06:40:36.383986,43.15,0.198,98.06,11.85,1.77,Normal
2026-08-13 06:40:37.383986,42.5,0.249,99.87,11.93,1.82,Normal
2026-08-13 06:40:38.383986,47.88,0.157,102.46,12.0,1.68,Normal
2026-08-13 06:40:39.383986,45.92,0.206,100.7,12.01,1.75,Normal
2026-08-13 06:40:40.383986,45.23,0.22,102.89,11.81,2.06,Normal
2026-08-13 06:40:41.383986,41.1,0.195,101.89,12.04,1.73,Normal
2026-08-13 06:40:42.383986,44.58,0.185,100.71,12.13,1.84,Normal
2026-08-13 06:40:43.383986,43.61,0.227,101.61,12.12,1.88,Normal
2026-08-13 06:40:44.383986,43.34,0.183,102.05,12.09,1.8,Normal
2026-08-13 06:40:45.383986,45.23,0.238,100.71,12.08,1.78,Normal
2026-08-13 06:40:46.383986,44.56,0.233,102.13,12.12,1.96,Normal
2026-08-13 06:40:47.383986,45.04,0.22,100.99,12.05,1.78,Normal
2026-08-13 06:40:48.383986,45.19,0.218,100.48,12.31,1.68,Normal
2026-08-13 06:40:49.383986,42.57,0.235,102.09,12.09,1.88,Normal
2026-08-13 06:40:50.383986,44.98,0.173,101.38,11.9,1.92,Normal
2026-08-13 06:40:51.383986,44.71,0.175,100.98,12.06,1.73,Normal
2026-08-13 06:40:52.383986,43.36,0.207,101.54,11.92,1.74,Normal
2026-08-13 06:40:53.383986,45.46,0.157,99.89,11.89,1.77,Normal
2026-08-13 06:40:54.383986,45.62,0.244,102.16,11.98,1.8,Normal
2026-08-13 06:40:55.383986,42.99,0.199,101.01,12.05,1.7,Normal
2026-08-13 06:40:56.383986,46.04,0.246,101.19,12.06,1.88,Normal
2026-08-13 06:40:57.383986,44.2,0.207,101.31,12.01,1.71,Normal
2026-08-13 06:40:58.383986,45.05,0.215,102.75,12.14,2.06,Normal
2026-08-13 06:40:59.383986,43.47,0.226,101.48,12.33,1.7,Normal
2026-08-13 06:41:00.383986,43.32,0.182,99.18,11.92,1.71,Normal
2026-08-13 06:41:01.383986,45.3,0.21,103.18,12.14,1.73,Normal
2026-08-13 06:41:02.383986,43.2,0.215,99.98,12.27,1.94,Normal
2026-08-13 06:41:03.383986,44.06,0.149,102.65,11.98,1.95,Normal
2026-08-13 06:41:04.383986,41.81,0.182,101.31,12.01,1.75,Normal
2026-08-13 06:41:05.383986,46.25,0.168,101.16,12.02,1.86,Normal
2026-08-13 06:41:06.383986,46.42,0.166,99.77,12.19,1.84,Normal
2026-08-13 06:41:07.383986,43.5,0.247,101.42,12.18,1.81,Normal
2026-08-13 06:41:08.383986,49.12,0.253,101.05,12.15,1.88,Normal
2026-08-13 06:41:09.383986,47.74,0.171,101.99,12.16,1.59,Normal
2026-08-13 06:41:10.383986,42.63,0.139,101.03,12.11,1.98,Normal
2026-08-13 06:41:11.383986,45.15,0.249,99.92,11.74,1.79,Normal
2026-08-13 06:41:12.383986,45.77,0.199,99.23,11.99,1.64,Normal
2026-08-13 06:41:13.383986,46.34,0.211,100.36,11.92,1.67,Normal
2026-08-13 06:41:14.383986,44.87,0.229,100.31,12.08,1.74,Normal
2026-08-13 06:41:15.383986,43.41,0.197,100.26,11.92,1.66,Normal
2026-08-13 06:41:16.383986,48.93,0.201,100.6,12.03,1.79,Normal
2026-08-13 06:41:17.383986,44.56,0.218,102.06,11.92,1.73,Normal
2026-08-13 06:41:18.383986,44.45,0.131,99.78,12.21,2.0,Normal
2026-08-13 06:41:19.383986,44.5,0.217,101.61,12.46,1.93,Normal
2026-08-13 06:41:20.383986,44.74,0.171,99.69,12.03,1.71,Normal
2026-08-13 06:41:21.383986,42.16,0.181,100.22,12.25,1.91,Normal
2026-08-13 06:41:22.383986,44.98,0.244,101.38,11.87,1.98,Normal
2026-08-13 06:41:23.383986,46.08,0.169,101.11,11.87,1.63,Normal
2026-08-13 06:41:24.383986,46.85,0.257,99.9,12.08,1.72,Normal
2026-08-13 06:41:25.383986,44.03,0.182,100.44,12.01,1.7,Normal
2026-08-13 06:41:26.383986,45.54,0.198,101.06,11.86,1.73,Normal
2026-08-13 06:41:27.383986,46.51,0.215,100.32,12.01,1.89,Normal
2026-08-13 06:41:28.383986,41.66,0.216,100.64,12.09,1.71,Normal
2026-08-13 06:41:29.383986,41.39,0.151,101.35,12.04,1.69,Normal
2026-08-13 06:41:30.383986,46.28,0.15,101.23,11.82,1.72,Normal
2026-08-13 06:41:31.383986,45.09,0.174,100.92,12.15,1.73,Normal
2026-08-13 06:41:32.383986,46.67,0.166,101.83,12.22,1.5,Normal
2026-08-13 06:41:33.383986,43.41,0.217,101.1,12.06,1.73,Normal
2026-08-13 06:41:34.383986,45.17,0.195,102.47,12.04,1.84,Normal
2026-08-13 06:41:35.383986,44.18,0.185,100.87,12.06,1.75,Normal
2026-08-13 06:41:36.383986,45.58,0.262,102.17,11.95,1.94,Normal
2026-08-13 06:41:37.383986,44.18,0.139,100.29,11.72,1.76,Normal
2026-08-13 06:41:38.383986,45.04,0.25,101.63,11.97,1.9,Normal
2026-08-13 06:41:39.383986,40.58,0.207,102.07,11.78,1.94,Normal
2026-08-13 06:41:40.383986,45.68,0.188,101.93,12.34,1.82,Normal
2026-08-13 06:41:41.383986,45.5,0.186,100.45,12.12,1.7,Normal
2026-08-13 06:41:42.383986,45.14,0.186,101.78,12.05,1.92,Normal
2026-08-13 06:41:43.383986,43.98,0.192,100.32,11.93,1.85,Normal
2026-08-13 06:41:44.383986,46.51,0.172,102.17,12.2,1.85,Normal
2026-08-13 06:41:45.383986,48.75,0.177,100.06,11.73,1.98,Normal
2026-08-13 06:41:46.383986,46.31,0.198,101.58,11.83,2.09,Normal
2026-08-13 06:41:47.383986,45.26,0.203,102.03,12.07,1.83,Normal
2026-08-13 06:41:48.383986,43.42,0.214,103.18,12.2,1.99,Normal
2026-08-13 06:41:49.383986,43.98,0.17,101.17,12.01,1.93,Normal
2026-08-13 06:41:50.383986,41.62,0.246,101.14,11.94,1.68,Normal
2026-08-13 06:41:51.383986,41.69,0.225,101.37,11.81,1.64,Normal
2026-08-13 06:41:52.383986,44.33,0.25,101.04,11.77,1.77,Normal
2026-08-13 06:41:53.383986,44.45,0.119,101.25,11.97,1.88,Normal
2026-08-13 06:41:54.383986,48.7,0.234,101.03,11.83,2.11,Normal
2026-08-13 06:41:55.383986,45.12,0.2,101.28,12.03,1.78,Normal
2026-08-13 06:41:56.383986,43.85,0.184,101.27,11.92,1.71,Normal
2026-08-13 06:41:57.383986,45.21,0.192,102.8,11.6,1.93,Normal
2026-08-13 06:41:58.383986,47.49,0.138,100.96,11.94,1.63,Normal
2026-08-13 06:41:59.383986,43.44,0.167,103.05,12.14,1.95,Normal
2026-08-13 06:42:00.383986,46.44,0.166,100.78,12.07,1.65,Normal
2026-08-13 06:42:01.383986,46.43,0.193,100.93,12.11,1.85,Normal
2026-08-13 06:42:02.383986,44.28,0.235,100.22,12.09,1.87,Normal
2026-08-13 06:42:03.383986,44.38,0.21,100.05,12.14,1.78,Normal
2026-08-13 06:42:04.383986,43.95,0.231,100.6,11.79,1.61,Normal
2026-08-13 06:42:05.383986,46.21,0.162,103.05,11.69,2.0,Normal
2026-08-13 06:42:06.383986,45.42,0.197,100.76,12.06,1.8,Normal
2026-08-13 06:42:07.383986,47.21,0.203,101.45,11.95,1.79,Normal
2026-08-13 06:42:08.383986,45.62,0.149,99.95,12.11,1.82,Normal
2026-08-13 06:42:09.383986,44.63,0.201,101.65,11.92,1.71,Normal
2026-08-13 06:42:10.383986,45.39,0.171,101.71,11.74,1.92,Normal
2026-08-13 06:42:11.383986,45.95,0.208,102.28,12.25,1.92,Normal
2026-08-13 06:42:12.383986,41.32,0.162,100.68,12.0,1.86,Normal
2026-08-13 06:42:13.383986,43.55,0.206,100.54,11.91,1.63,Normal
2026-08-13 06:42:14.383986,43.15,0.159,100.32,12.16,1.69,Normal
2026-08-13 06:42:15.383986,50.26,0.215,101.48,11.87,1.88,Normal
2026-08-13 06:42:16.383986,43.85,0.204,103.86,11.99,1.94,Normal
2026-08-13 06:42:17.383986,43.59,0.199,103.07,11.91,2.02,Normal
2026-08-13 06:42:18.383986,46.42,0.183,101.93,12.15,1.87,Normal
2026-08-13 06:42:19.383986,41.86,0.178,101.05,11.99,1.87,Normal
2026-08-13 06:42:20.383986,45.36,0.16,101.68,12.09,1.87,Normal
2026-08-13 06:42:21.383986,47.16,0.225,101.76,11.99,1.6,Normal
2026-08-13 06:42:22.383986,45.86,0.206,101.57,11.81,1.67,Normal
2026-08-13 06:42:23.383986,47.11,0.199,101.98,12.0,1.8,Normal
2026-08-13 06:42:24.383986,46.88,0.185,101.4,11.93,1.75,Normal
2026-08-13 06:42:25.383986,44.38,0.207,100.82,12.19,1.69,Normal
2026-08-13 06:42:26.383986,44.63,0.187,102.75,12.03,1.92,Normal
2026-08-13 06:42:27.383986,42.03,0.208,102.19,12.01,1.93,Normal
2026-08-13 06:42:28.383986,43.97,0.242,103.6,11.95,1.75,Normal
2026-08-13 06:42:29.383986,47.91,0.247,100.78,11.94,1.77,Normal
2026-08-13 06:42:30.383986,42.31,0.172,100.3,11.88,1.8,Normal
2026-08-13 06:42:31.383986,45.47,0.247,100.3,12.15,1.77,Normal
2026-08-13 06:42:32.383986,44.9,0.22,100.18,12.06,1.82,Normal
2026-08-13 06:42:33.383986,45.98,0.209,103.76,11.9,1.74,Normal
2026-08-13 06:42:34.383986,43.75,0.183,100.66,12.18,1.97,Normal
2026-08-13 06:42:35.383986,43.86,0.175,101.77,11.92,1.88,Normal
2026-08-13 06:42:36.383986,45.41,0.155,102.85,12.27,1.73,Normal
2026-08-13 06:42:37.383986,44.22,0.209,101.63,12.1,2.04,Normal
2026-08-13 06:42:38.383986,44.65,0.176,99.92,11.89,1.8,Normal
2026-08-13 06:42:39.383986,48.59,0.184,101.52,12.0,1.94,Normal
2026-08-13 06:42:40.383986,50.05,0.184,100.81,12.16,1.88,Normal
2026-08-13 06:42:41.383986,48.69,0.218,100.94,12.09,1.93,Normal
2026-08-13 06:42:42.383986,46.64,0.215,102.37,12.18,1.97,Normal
2026-08-13 06:42:43.383986,46.3,0.195,101.45,12.18,1.7,Normal
2026-08-13 06:42:44.383986,45.74,0.188,101.33,12.19,1.82,Normal
2026-08-13 06:42:45.383986,45.09,0.159,102.05,12.1,2.06,Normal
2026-08-13 06:42:46.383986,44.38,0.207,101.55,12.24,1.79,Normal
2026-08-13 06:42:47.383986,45.56,0.218,101.49,11.93,1.82,Normal
2026-08-13 06:42:48.383986,47.15,0.169,101.43,11.89,1.94,Normal
2026-08-13 06:42:49.383986,41.95,0.183,101.68,12.23,1.79,Normal
2026-08-13 06:42:50.383986,43.89,0.256,99.85,11.67,1.85,Normal
2026-08-13 06:42:51.383986,44.0,0.169,102.01,12.04,1.73,Normal
2026-08-13 06:42:52.383986,42.44,0.226,101.95,11.99,2.02,Normal
2026-08-13 06:42:53.383986,42.86,0.154,100.61,11.99,1.83,Normal
2026-08-13 06:42:54.383986,44.52,0.211,100.05,12.22,1.79,Normal
2026-08-13 06:42:55.383986,47.23,0.21,101.76,12.09,1.85,Normal
2026-08-13 06:42:56.383986,46.29,0.24,101.5,12.11,1.79,Normal
2026-08-13 06:42:57.383986,47.88,0.18,103.1,11.99,1.63,Normal
2026-08-13 06:42:58.383986,45.26,0.18,102.14,11.9,1.75,Normal
2026-08-13 06:42:59.383986,41.22,0.186,98.88,11.76,1.89,Normal
2026-08-13 06:43:00.383986,46.57,0.213,100.33,11.99,1.8,Normal
2026-08-13 06:43:01.383986,42.68,0.245,102.18,11.97,1.8,Normal
2026-08-13 06:43:02.383986,45.42,0.139,101.05,11.9,1.68,Normal
2026-08-13 06:43:03.383986,44.44,0.254,101.94,11.91,1.87,Normal
2026-08-13 06:43:04.383986,47.8,0.228,101.36,11.9,1.88,Normal
2026-08-13 06:43:05.383986,45.79,0.227,101.94,12.16,1.74,Normal
2026-08-13 06:43:06.383986,47.63,0.206,103.38,11.9,2.01,Normal
2026-08-13 06:43:07.383986,45.4,0.18,100.82,11.95,1.85,Normal
2026-08-13 06:43:08.383986,46.05,0.183,101.28,12.32,2.01,Normal
2026-08-13 06:43:09.383986,45.87,0.201,101.42,12.09,1.68,Normal
2026-08-13 06:43:10.383986,44.49,0.15,101.7,12.1,1.74,Normal
2026-08-13 06:43:11.383986,48.15,0.163,99.84,12.03,1.93,Normal
2026-08-13 06:43:12.383986,48.37,0.186,102.38,11.99,1.78,Normal
2026-08-13 06:43:13.383986,46.77,0.22,99.72,12.22,1.97,Normal
2026-08-13 06:43:14.383986,43.75,0.212,101.79,12.04,1.73,Normal
2026-08-13 06:43:15.383986,43.66,0.199,102.47,12.08,1.76,Normal
2026-08-13 06:43:16.383986,46.54,0.115,102.45,11.74,1.76,Normal
2026-08-13 06:43:17.383986,42.76,0.161,102.46,11.93,1.84,Normal
2026-08-13 06:43:18.383986,44.91,0.214,101.38,11.81,1.92,Normal
2026-08-13 06:43:19.383986,44.01,0.153,100.87,12.23,1.9,Normal
2026-08-13 06:43:20.383986,44.3,0.19,100.98,12.31,1.85,Normal
2026-08-13 06:43:21.383986,45.86,0.231,101.54,11.96,1.78,Normal
2026-08-13 06:43:22.383986,44.86,0.199,102.03,12.01,1.89,Normal
2026-08-13 06:43:23.383986,44.84,0.202,99.3,12.14,1.84,Normal
2026-08-13 06:43:24.383986,47.0,0.113,103.39,11.98,1.93,Normal
2026-08-13 06:43:25.383986,42.92,0.218,100.25,11.91,2.03,Normal
2026-08-13 06:43:26.383986,44.62,0.207,102.17,12.07,1.82,Normal
2026-08-13 06:43:27.383986,45.73,0.272,101.24,12.03,1.93,Normal
2026-08-13 06:43:28.383986,47.21,0.236,101.94,11.83,2.0,Normal
2026-08-13 06:43:29.383986,42.71,0.209,100.55,11.99,1.84,Normal
2026-08-13 06:43:30.383986,45.64,0.213,102.91,12.07,1.77,Normal
2026-08-13 06:43:31.383986,46.93,0.236,100.07,12.09,1.88,Normal
2026-08-13 06:43:32.383986,44.4,0.241,101.15,12.02,1.78,Normal
2026-08-13 06:43:33.383986,45.03,0.167,99.86,12.24,1.7,Normal
2026-08-13 06:43:34.383986,43.02,0.135,100.66,11.8,2.0,Normal
2026-08-13 06:43:35.383986,47.02,0.179,103.55,12.15,1.76,Normal
2026-08-13 06:43:36.383986,40.0,0.269,99.91,11.75,1.92,Normal
2026-08-13 06:43:37.383986,49.88,0.242,101.86,12.09,1.9,Normal
2026-08-13 06:43:38.383986,46.52,0.208,101.4,11.99,1.71,Normal
2026-08-13 06:43:39.383986,44.44,0.149,101.2,11.85,1.67,Normal
2026-08-13 06:43:40.383986,45.36,0.242,102.22,11.76,1.68,Normal
2026-08-13 06:43:41.383986,46.88,0.171,101.08,12.08,1.68,Normal
2026-08-13 06:43:42.383986,45.21,0.16,100.7,12.05,1.61,Normal
2026-08-13 06:43:43.383986,45.88,0.199,101.85,12.03,1.96,Normal
2026-08-13 06:43:44.383986,45.25,0.187,101.42,12.08,1.81,Normal
2026-08-13 06:43:45.383986,45.08,0.179,100.64,11.79,2.01,Normal
2026-08-13 06:43:46.383986,42.51,0.179,100.58,12.13,1.76,Normal
2026-08-13 06:43:47.383986,47.5,0.18,101.58,11.87,2.06,Normal
2026-08-13 06:43:48.383986,42.62,0.209,101.93,12.06,1.78,Normal
2026-08-13 06:43:49.383986,44.74,0.201,101.15,12.14,2.07,Normal
2026-08-13 06:43:50.383986,43.89,0.159,101.21,12.39,1.7,Normal
2026-08-13 06:43:51.383986,48.28,0.25,100.75,12.09,2.0,Normal
2026-08-13 06:43:52.383986,44.24,0.194,100.72,11.85,1.72,Normal
2026-08-13 06:43:53.383986,42.55,0.201,100.53,12.04,1.61,Normal
2026-08-13 06:43:54.383986,45.66,0.225,99.31,12.06,1.95,Normal
2026-08-13 06:43:55.383986,42.58,0.25,101.72,11.89,1.79,Normal
2026-08-13 06:43:56.383986,46.12,0.202,101.84,11.86,1.82,Normal
2026-08-13 06:43:57.383986,42.17,0.197,100.4,11.89,1.95,Normal
2026-08-13 06:43:58.383986,47.18,0.218,100.21,11.95,1.95,Normal
2026-08-13 06:43:59.383986,45.28,0.27,101.69,12.03,1.76,Normal
2026-08-13 06:44:00.383986,45.27,0.195,102.01,12.14,1.71,Normal
2026-08-13 06:44:01.383986,42.34,0.145,101.81,11.83,1.54,Normal
2026-08-13 06:44:02.383986,45.78,0.275,101.29,12.13,1.81,Normal
2026-08-13 06:44:03.383986,44.8,0.228,101.01,12.04,1.84,Normal
2026-08-13 06:44:04.383986,43.66,0.23,101.13,11.89,1.86,Normal
2026-08-13 06:44:05.383986,43.2,0.201,101.29,12.16,1.86,Normal
2026-08-13 06:44:06.383986,44.95,0.225,102.69,12.08,1.8,Normal
2026-08-13 06:44:07.383986,42.38,0.168,100.99,11.91,1.78,Normal
2026-08-13 06:44:08.383986,45.11,0.216,101.23,12.07,1.81,Normal
2026-08-13 06:44:09.383986,41.05,0.172,101.16,11.82,1.87,Normal
2026-08-13 06:44:10.383986,48.06,0.237,101.09,12.22,1.82,Normal
2026-08-13 06:44:11.383986,44.33,0.182,101.0,11.94,1.82,Normal
2026-08-13 06:44:12.383986,45.32,0.2,101.74,12.18,1.91,Normal
2026-08-13 06:44:13.383986,42.03,0.123,102.23,11.79,1.77,Normal
2026-08-13 06:44:14.383986,42.66,0.146,101.84,12.11,1.73,Normal
2026-08-13 06:44:15.383986,39.82,0.184,101.69,11.78,1.82,Normal
2026-08-13 06:44:16.383986,44.97,0.217,101.42,11.85,1.94,Normal
2026-08-13 06:44:17.383986,44.68,0.199,100.37,11.93,1.69,Normal
2026-08-13 06:44:18.383986,44.65,0.251,99.93,11.76,1.98,Normal
2026-08-13 06:44:19.383986,44.58,0.18,102.34,11.91,2.02,Normal
2026-08-13 06:44:20.383986,46.36,0.185,103.46,11.91,1.89,Normal
2026-08-13 06:44:21.383986,45.6,0.239,102.86,12.0,1.71,Normal
2026-08-13 06:44:22.383986,45.92,0.18,103.31,12.02,1.76,Normal
2026-08-13 06:44:23.383986,45.37,0.16,100.33,12.18,1.72,Normal
2026-08-13 06:44:24.383986,42.91,0.216,102.49,12.11,1.92,Normal
2026-08-13 06:44:25.383986,43.49,0.157,102.8,11.95,1.77,Normal
2026-08-13 06:44:26.383986,47.66,0.217,101.76,12.32,1.72,Normal
2026-08-13 06:44:27.383986,46.86,0.202,101.57,12.23,1.86,Normal
2026-08-13 06:44:28.383986,46.08,0.232,100.94,11.87,1.67,Normal
2026-08-13 06:44:29.383986,41.07,0.262,100.2,11.97,1.77,Normal
2026-08-13 06:44:30.383986,45.61,0.224,102.16,11.91,1.78,Normal
2026-08-13 06:44:31.383986,45.57,0.193,102.91,12.07,1.89,Normal
2026-08-13 06:44:32.383986,46.33,0.235,101.48,11.81,1.85,Normal
2026-08-13 06:44:33.383986,43.7,0.184,101.89,12.19,1.8,Normal
2026-08-13 06:44:34.383986,45.62,0.251,101.54,12.39,1.87,Normal
2026-08-13 06:44:35.383986,41.48,0.223,101.68,12.19,1.88,Normal
2026-08-13 06:44:36.383986,44.72,0.163,101.09,11.87,1.73,Normal
2026-08-13 06:44:37.383986,46.18,0.25,101.69,11.82,1.85,Normal
2026-08-13 06:44:38.383986,47.39,0.182,101.17,12.0,1.71,Normal
2026-08-13 06:44:39.383986,46.3,0.196,101.72,11.87,1.75,Normal
2026-08-13 06:44:40.383986,46.44,0.189,103.03,11.94,1.83,Normal
2026-08-13 06:44:41.383986,46.87,0.157,99.54,11.77,1.95,Normal
2026-08-13 06:44:42.383986,43.9,0.277,100.74,12.03,1.99,Normal
2026-08-13 06:44:43.383986,49.01,0.262,102.51,12.15,1.87,Normal
2026-08-13 06:44:44.383986,46.56,0.183,100.48,12.0,1.78,Normal
2026-08-13 06:44:45.383986,44.09,0.221,102.26,12.01,1.98,Normal
2026-08-13 06:44:46.383986,42.72,0.194,100.58,11.72,1.79,Normal
2026-08-13 06:44:47.383986,44.76,0.245,101.93,11.85,2.02,Normal
2026-08-13 06:44:48.383986,47.44,0.217,101.07,11.86,1.76,Normal
2026-08-13 06:44:49.383986,47.18,0.257,102.84,11.93,1.67,Normal
2026-08-13 06:44:50.383986,45.28,0.147,101.62,11.98,1.74,Normal
2026-08-13 06:44:51.383986,41.81,0.215,100.77,11.82,1.46,Normal
2026-08-13 06:44:52.383986,44.94,0.253,102.96,11.93,1.73,Normal
2026-08-13 06:44:53.383986,45.94,0.17,101.6,12.11,1.95,Normal
2026-08-13 06:44:54.383986,44.8,0.194,100.42,11.88,1.77,Normal
2026-08-13 06:44:55.383986,45.73,0.227,100.5,12.22,1.77,Normal
2026-08-13 06:44:56.383986,44.96,0.178,98.88,12.13,1.89,Normal
2026-08-13 06:44:57.383986,44.44,0.202,101.82,11.77,1.74,Normal
2026-08-13 06:44:58.383986,46.59,0.162,101.59,11.8,1.86,Normal
2026-08-13 06:44:59.383986,44.93,0.152,102.46,11.89,1.7,Normal
2026-08-13 06:45:00.383986,45.4,0.234,100.28,12.01,1.85,Normal
2026-08-13 06:45:01.383986,46.39,0.205,100.93,11.88,1.81,Normal
2026-08-13 06:45:02.383986,42.86,0.112,101.74,12.14,1.52,Normal
2026-08-13 06:45:03.383986,42.98,0.219,103.36,12.0,1.71,Normal
2026-08-13 06:45:04.383986,44.63,0.241,100.65,11.88,1.74,Normal
2026-08-13 06:45:05.383986,43.09,0.204,102.92,12.05,1.77,Normal
2026-08-13 06:45:06.383986,44.42,0.153,102.18,11.99,1.78,Normal
2026-08-13 06:45:07.383986,51.39,0.209,100.55,11.94,1.94,Normal
2026-08-13 06:45:08.383986,45.23,0.157,102.22,11.9,2.02,Normal
2026-08-13 06:45:09.383986,47.16,0.187,102.58,12.01,1.9,Normal
2026-08-13 06:45:10.383986,45.97,0.175,100.66,12.15,1.76,Normal
2026-08-13 06:45:11.383986,44.19,0.171,101.72,12.31,1.67,Normal
2026-08-13 06:45:12.383986,45.05,0.242,101.22,12.07,1.67,Normal
2026-08-13 06:45:13.383986,45.86,0.194,102.29,12.18,2.11,Normal
2026-08-13 06:45:14.383986,46.16,0.21,101.49,11.95,1.84,Normal
2026-08-13 06:45:15.383986,44.41,0.205,102.62,11.85,1.94,Normal
2026-08-13 06:45:16.383986,47.63,0.196,99.18,11.91,1.96,Normal
2026-08-13 06:45:17.383986,44.95,0.17,100.8,12.13,1.87,Normal
2026-08-13 06:45:18.383986,44.52,0.189,100.91,11.86,1.99,Normal
2026-08-13 06:45:19.383986,44.36,0.237,102.82,12.15,1.75,Normal
2026-08-13 06:45:20.383986,45.81,0.199,100.4,12.05,1.66,Normal
2026-08-13 06:45:21.383986,47.38,0.186,101.5,12.04,1.77,Normal
2026-08-13 06:45:22.383986,46.17,0.186,102.17,11.8,1.82,Normal
2026-08-13 06:45:23.383986,48.88,0.17,100.62,12.08,1.82,Normal
2026-08-13 06:45:24.383986,45.7,0.215,101.93,12.17,1.85,Normal
2026-08-13 06:45:25.383986,44.52,0.22,103.2,11.98,1.68,Normal
2026-08-13 06:45:26.383986,47.21,0.196,99.13,12.13,1.74,Normal
2026-08-13 06:45:27.383986,44.82,0.21,101.49,12.11,1.75,Normal
2026-08-13 06:45:28.383986,46.03,0.192,102.04,12.09,1.69,Normal
2026-08-13 06:45:29.383986,47.17,0.184,102.11,12.06,2.02,Normal
2026-08-13 06:45:30.383986,44.55,0.19,101.28,11.95,1.9,Normal
2026-08-13 06:45:31.383986,41.77,0.168,100.23,12.14,2.01,Normal
